sequenceID	locus_numeric_id	ehbv-element-stem	host_species	host_class	host_superorder	major_clade	middle_clade	minor_clade	host_order	host_family	host_genus	target_version	target_name	scaffold	orientation	extract_start	extract_end	sequence_length	locus_name	virus_genus	subject_start	subject_end	query_start	query_end	align_len	bitscore	identity	evalue_num	evalue_exp	gap_openings	mismatches
ehbv-avi.13-Apteryx_haastii	13	ehbv-avi.13	Apteryx_haastii	Aves	Palaeognathae	Novaeratitae	NULL	NULL	Apterygiformes	Apterygidae	Apteryx	GCA_003342985.1_aptHaa1	GCA_003342985.1_aptHaa1_genomic.fna	PTFD01000677.1	+	196083	196282	200	avi.13-paleognathae	Avihepadnavirus	23	87	6	200	65	119	90.769	5.65	40	0	0
ehbv-avi.13-Dromaius_novaehollandiae	13	ehbv-avi.13	Dromaius_novaehollandiae	Aves	Palaeognathae	Novaeratitae	NULL	NULL	Casuariiformes	Dromaiidae	Dromaius	GCA_003342905.1_droNov1	GCF_003342905.1_droNov1_genomic.fna	NW_020453882.1	-	2573455	2573700	246	avi.13-paleognathae	Avihepadnavirus	23	88	4	198	66	114	89.394	1.84	37	1	0
ehbv-avi.13-Casuarius_casuarius	13	ehbv-avi.13	Casuarius_casuarius	Aves	Palaeognathae	Novaeratitae	NULL	NULL	Casuariiformes	Casuariidae	Casuarius	GCA_003342895.1_casCas1	GCA_003342895.1_casCas1_genomic.fna	PTFA01000105.1	-	2582849	2583094	246	avi.13-paleognathae	Avihepadnavirus	23	88	4	198	66	112	87.879	8.19	37	1	0
ehbv-avi.13-Tinamus_guttatus	13	ehbv-avi.13	Tinamus_guttatus	Aves	Palaeognathae	Tinamous	NULL	NULL	Tinamiformes	Tinamidae	Tinamus	bgi_2011-10-28	Tinamus_major.scaf.noBacterial.fa	scaffold4190	-	173763	173990	228	avi.13-paleognathae	Avihepadnavirus	15	87	1	228	76	92.8	63.158	3.87	29	1	0
ehbv-avi.13-Struthio_camelus	13	ehbv-avi.13	Struthio_camelus	Aves	Palaeognathae	Novaeratitae	NULL	NULL	Struthioniformes	Struthionidae	Struthio	bgi_2011-10-28	Struthio_camelus.scaf.noBacterial.fa	scaffold51	+	545406	545549	144	avi.13-paleognathae	Avihepadnavirus	37	83	3	143	47	77.8	80.851	1.05	23	0	0
ehbv-avi.14-Gavia_stellata	14	ehbv-avi.14	Gavia_stellata	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Gaviiformes	Gaviidae	Gavia	bgi_2011-10-28	Gavia_stellata.scaf.noBacterial.fa	scaffold50963	+	11284	14332	3049	avi.14-gavia	Avihepadnavirus	438	866	1315	2607	431	797	90.719	0	1	2	0
ehbv-avi.15-Gavia_stellata	15	ehbv-avi.15	Gavia_stellata	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Gaviiformes	Gaviidae	Gavia	bgi_2011-10-28	Gavia_stellata.scaf.noBacterial.fa	scaffold48443	-	70	3150	3081	avi.15-gavia	Avihepadnavirus	6	306	1	903	301	582	100	0	1	0	0
ehbv-avi.16-Tauraco_erythrolophus	16	ehbv-avi.16	Tauraco_erythrolophus	Aves	Neognathae	Neoaves	NULL	Columbaves	Musophagiformes	Musophagidae	Tauraco	bgi_2011-10-28	Tauraco_erythrolophus.scaf.noBacterial.fa	scaffold35184	-	9470	9919	450	avi.16-turaco	Avihepadnavirus	1	104	88	399	104	215	100	3.08	76	0	0
ehbv-avi.18-Calypte_anna	18	ehbv-avi.18	Calypte_anna	Aves	Neognathae	Neoaves	NULL	Strisores	Apodiformes	Trochilidae	Calypte	bgi_2011-10-28	Calypte_anna.scaf.noBacterial.fa	scaffold33	+	1213354	1216088	2735	avi.18-calypte	Avihepadnavirus	168	417	754	1503	250	488	98	0	1	0	0
ehbv-avi.19-Buceros_rhinoceros	19	ehbv-avi.19	Buceros_rhinoceros	Aves	Neognathae	Neoaves	Inopaves	Coraciimorphae	Bucerotiformes	Bucerotidae	Buceros	bgi_2011-10-28	Buceros_rhinoceros_silvestris.scaf.noBacterial.fa	scaffold1204	+	108332	111263	2932	avi.19-buceros	Avihepadnavirus	518	921	1718	2932	408	690	85.294	0	1	4	0
ehbv-avi.20-Cariama_cristata	20	ehbv-avi.20	Cariama_cristata	Aves	Neognathae	Neoaves	NULL	NULL	Gruiformes	Cariamidae	Cariama	bgi_2011-10-28	Cariama_cristata.scaf.noBacterial.fa	scaffold5097	+	126908	129824	2917	avi.20-cariama	Avihepadnavirus	391	834	1177	2514	457	508	70.46	2.15	167	9	0
ehbv-avi.21-Apteryx_rowi	21	ehbv-avi.21	Apteryx_rowi	Aves	Palaeognathae	Novaeratitae	NULL	NULL	Apterygiformes	Apterygidae	Apteryx	GCA_003343035	GCA_003343035.1_aptRow1_genomic.fna	PTFB01000005.1	+	1243362	1243625	264	avi.21-paleognathae	Avihepadnavirus	1	60	85	264	60	124	98.333	1.02	41	0	0
ehbv-avi.21-Apteryx_australis_mantelli	21	ehbv-avi.21	Apteryx_australis_mantelli	Aves	Palaeognathae	Novaeratitae	NULL	NULL	Apterygiformes	Apterygidae	Apteryx	AptMant0	202946_ref_AptMant0_chrUn.fa	gi|924843948|ref|NW_013997282.1|	-	2111651	2111914	264	avi.21-paleognathae	Avihepadnavirus	1	60	85	264	60	124	98.333	1.02	41	0	0
ehbv-avi.21-Apteryx_haastii	21	ehbv-avi.21	Apteryx_haastii	Aves	Palaeognathae	Novaeratitae	NULL	NULL	Apterygiformes	Apterygidae	Apteryx	GCA_003342985.1_aptHaa1	GCA_003342985.1_aptHaa1_genomic.fna	PTFD01000101.1	-	1796825	1797088	264	avi.21-paleognathae	Avihepadnavirus	1	60	85	264	60	123	96.667	2.78	41	0	0
ehbv-avi.21-Dromaius_novaehollandiae	21	ehbv-avi.21	Dromaius_novaehollandiae	Aves	Palaeognathae	Novaeratitae	NULL	NULL	Casuariiformes	Dromaiidae	Dromaius	GCA_003342905.1_droNov1	GCF_003342905.1_droNov1_genomic.fna	NW_020452527.1	+	1163345	1163626	282	avi.21-paleognathae	Avihepadnavirus	1	60	103	282	60	108	85	3.81	35	0	0
ehbv-avi.21-Rhea_americana	21	ehbv-avi.21	Rhea_americana	Aves	Palaeognathae	Rhea	NULL	NULL	Rheiformes	Rheidae	Rhea	GCA_003343005.1_rheAme1	GCA_003343005.1_rheAme1_genomic.fna	PTEV01000017.1	+	66640	66942	303	avi.21-paleognathae	Avihepadnavirus	1	57	133	303	57	97.4	80.702	9.1	31	0	0
ehbv-avi.21-Pterocnemia_pennata	21	ehbv-avi.21	Pterocnemia_pennata	Aves	Palaeognathae	Rhea	NULL	NULL	Rheiformes	Rheidae	Pterocnemia	GCA_003342835.1_rhePen1	GCA_003342835.1_rhePen1_genomic.fna	PTJI01000108.1	+	66666	66968	303	avi.21-paleognathae	Avihepadnavirus	1	57	133	303	57	97.4	80.702	9.1	31	0	0
ehbv-avi.21-Struthio_camelus	21	ehbv-avi.21	Struthio_camelus	Aves	Palaeognathae	Novaeratitae	NULL	NULL	Struthioniformes	Struthionidae	Struthio	bgi_2011-10-28	Struthio_camelus.scaf.noBacterial.fa	scaffold97	-	813880	814098	219	avi.21-paleognathae	Avihepadnavirus	1	57	49	219	57	88.6	75.439	9.37	28	0	0
ehbv-avi.21-Anomalopteryx_didiformis	21	ehbv-avi.21	Anomalopteryx_didiformis	Aves	Palaeognathae	Novaeratitae	NULL	NULL	Dinornithiformes	Emeidae	Anomalopteryx	anoDid_nucDNA_orig	GCA_006937325.1_anoDid_nucDNA_orig_genomic.fna	SZQC01000210.1	+	1165268	1165504	237	avi.21-paleognathae	Avihepadnavirus	1	56	70	237	56	82	69.643	4.49	25	0	0
ehbv-avi.22-Tyto_alba	22	ehbv-avi.22	Tyto_alba	Aves	Neognathae	Neoaves	NULL	NULL	Strigiformes	Tytonidae	Tyto	bgi_2011-10-28	Tyto_alba.scaf.noBacterial.fa	scaffold3677	+	83842	85961	2120	avi.22-tyto	Avihepadnavirus	371	704	1116	2120	335	691	99.701	0	1	1	0
ehbv-avi.23.1-Psittacula_krameri	23	ehbv-avi.23.1	Psittacula_krameri	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Psittacula	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	NFZL01000110.1	+	1915284	1916756	1473	avi.23-psittaciformes	Avihepadnavirus	1	470	31	1431	470	513	62.766	0	1	2	0
ehbv-avi.23.2-Ara_macao	23	ehbv-avi.23.2	Ara_macao	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Ara	SMACv1.1	GCA_000400695.1_SMACv1.1_genomic.fa	KE020025.1	+	1866	3319	1454	avi.23-psittaciformes	Avihepadnavirus	1	257	31	795	257	348	75.486	5.94	118	2	0
ehbv-avi.23.3-Guaruba_guarouba	23	ehbv-avi.23.3	Guaruba_guarouba	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Guaruba	ASM1180009v1	GCA_011800095.1_ASM1180009v1_genomic.fna	JAABOC010000065.1	-	5869459	5870915	1457	avi.23-psittaciformes	Avihepadnavirus	1	257	31	795	257	333	73.541	2.08	112	1	0
ehbv-avi.23.4-Nestor_notabilis	23	ehbv-avi.23.4	Nestor_notabilis	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Nestor	bgi_2011-10-28	Nestor_notabilis.scaf.noBacterial.fa	scaffold33418	-	4818	5426	609	avi.23-psittaciformes	Avihepadnavirus	268	470	1	609	203	301	84.729	5.86	104	0	0
ehbv-avi.23.5-Pionus_senilis	23	ehbv-avi.23.5	Pionus_senilis	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Pionus	ASM1176272v1	GCA_011762725.1_ASM1176272v1_genomic.fna	WURU01067777.1	-	62405198	62406623	1426	avi.23-psittaciformes	Avihepadnavirus	9	200	49	633	195	281	73.846	3.51	92	1	0
ehbv-avi.23.6-Nestor_notabilis	23	ehbv-avi.23.6	Nestor_notabilis	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Nestor	bgi_2011-10-28	Nestor_notabilis.scaf.noBacterial.fa	C14828811	+	242	727	486	avi.23-psittaciformes	Avihepadnavirus	1	147	28	468	147	273	90.476	1.19	93	0	0
ehbv-avi.23.7-Amazona_vittata	23	ehbv-avi.23.7	Amazona_vittata	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Amazona	AV1	GCA_000332375.1_AV1_genomic.fna	KB238798.1	-	461	1891	1431	avi.23-psittaciformes	Avihepadnavirus	258	470	799	1356	213	239	62.441	3.95	153	3	0
ehbv-avi.23.8-Melopsittacus_undulatus	23	ehbv-avi.23.8	Melopsittacus_undulatus	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittaculidae	Melopsittacus	goldenpath_melUnd1	melUnd1.fa_3.fa	JH556627	+	4262359	4262811	453	avi.23-psittaciformes	Avihepadnavirus	1	139	31	447	139	234	83.453	1.02	78	0	0
ehbv-avi.23.9-Amazona_aestiva	23	ehbv-avi.23.9	Amazona_aestiva	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Amazona	ASM142067v1	GCA_001420675.1_ASM142067v1_genomic.fa	LMAW01002355.1	+	435	1034	600	avi.23-psittaciformes	Avihepadnavirus	269	470	1	525	202	193	60.891	4.74	62	3	0
ehbv-avi.23.10-Psittacula_krameri	23	ehbv-avi.23.10	Psittacula_krameri	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Psittacula	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	NFZL01000304.1	+	1473977	1474357	381	avi.23-psittaciformes	Avihepadnavirus	1	101	52	354	101	160	70.297	1.54	50	0	0
ehbv-avi.23.11-Psittacula_krameri	23	ehbv-avi.23.11	Psittacula_krameri	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Psittacula	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	NFZL01001175.1	-	1087888	1088259	372	avi.23-psittaciformes	Avihepadnavirus	327	429	64	372	103	157	71.845	1.68	49	0	0
ehbv-avi.23.12-Amazona_vittata	23	ehbv-avi.23.12	Amazona_vittata	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Amazona	AV1	GCA_000332375.1_AV1_genomic.fna	KB273016.1	-	7202	7561	360	avi.23-psittaciformes	Avihepadnavirus	1	100	61	360	100	154	68	1.52	48	0	0
ehbv-avi.23.13-Psittacula_krameri	23	ehbv-avi.23.13	Psittacula_krameri	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Psittacula	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	NFZL01001851.1	+	240356	240658	303	avi.23-psittaciformes	Avihepadnavirus	366	466	1	303	101	154	74.257	6.31	49	0	0
ehbv-avi.23.14-Amazona_aestiva	23	ehbv-avi.23.14	Amazona_aestiva	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Amazona	ASM142067v1	GCA_001420675.1_ASM142067v1_genomic.fa	LMAW01000336.1	+	2331111	2331470	360	avi.23-psittaciformes	Avihepadnavirus	1	100	61	360	100	153	67	4.88	48	0	0
ehbv-avi.23.15-Amazona_vittata	23	ehbv-avi.23.15	Amazona_vittata	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Amazona	AV1	GCA_000332375.1_AV1_genomic.fna	KB275756.1	+	1744	2070	327	avi.23-psittaciformes	Avihepadnavirus	366	466	22	324	101	151	74.257	1.42	47	0	0
ehbv-avi.23.16-Agapornis_roseicollis	23	ehbv-avi.23.16	Agapornis_roseicollis	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Agapornis	ASM263189v1	GCA_002631895.1_ASM263189v1_genomic.fna	NDXB01051584.1	-	1	1361	1361	avi.23-psittaciformes	Avihepadnavirus	88	341	296	1015	258	147	41.86	3.2	69	6	0
ehbv-avi.23.17-Pionus_senilis	23	ehbv-avi.23.17	Pionus_senilis	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Pionus	ASM1176272v1	GCA_011762725.1_ASM1176272v1_genomic.fna	WURU01067777.1	-	159673617	159673940	324	avi.23-psittaciformes	Avihepadnavirus	366	466	19	321	101	145	72.277	2.5	45	0	0
ehbv-avi.23.18-Agapornis_roseicollis	23	ehbv-avi.23.18	Agapornis_roseicollis	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Agapornis	ASM263189v1	GCA_002631895.1_ASM263189v1_genomic.fna	NDXB01000145.1	+	9069	9461	393	avi.23-psittaciformes	Avihepadnavirus	344	469	19	393	126	145	62.698	8.89	45	1	0
ehbv-avi.23.19-Amazona_aestiva	23	ehbv-avi.23.19	Amazona_aestiva	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Amazona	ASM142067v1	GCA_001420675.1_ASM142067v1_genomic.fa	LMAW01000669.1	-	439732	440055	324	avi.23-psittaciformes	Avihepadnavirus	366	466	19	321	101	144	71.287	7.83	45	0	0
ehbv-avi.23.20-Agapornis_roseicollis	23	ehbv-avi.23.20	Agapornis_roseicollis	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Agapornis	ASM263189v1	GCA_002631895.1_ASM263189v1_genomic.fna	NDXB01004860.1	-	57591	57893	303	avi.23-psittaciformes	Avihepadnavirus	366	466	1	303	101	139	67.327	2.42	43	0	0
ehbv-avi.23.21-Guaruba_guarouba	23	ehbv-avi.23.21	Guaruba_guarouba	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Guaruba	ASM1180009v1	GCA_011800095.1_ASM1180009v1_genomic.fna	JAABOC010012511.1	+	2164	2538	375	avi.23-psittaciformes	Avihepadnavirus	1	100	31	330	100	139	63	5.85	43	0	0
ehbv-avi.23.22-Pionus_senilis	23	ehbv-avi.23.22	Pionus_senilis	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Pionus	ASM1176272v1	GCA_011762725.1_ASM1176272v1_genomic.fna	WURU01031623.1	-	1977	2365	389	avi.23-psittaciformes	Avihepadnavirus	267	380	3	344	114	139	61.404	8.23	43	0	0
ehbv-avi.23.23-Psittacula_krameri	23	ehbv-avi.23.23	Psittacula_krameri	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Psittacula	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	NFZL01001623.1	-	658598	659007	410	avi.23-psittaciformes	Avihepadnavirus	267	367	3	305	101	139	65.347	9.48	43	0	0
ehbv-avi.23.24-Ara_macao	23	ehbv-avi.23.24	Ara_macao	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Ara	SMACv1.1	GCA_000400695.1_SMACv1.1_genomic.fa	KE008458.1	+	28205	28579	375	avi.23-psittaciformes	Avihepadnavirus	1	100	31	330	100	139	63	5.85	43	0	0
ehbv-avi.23.25-Psittacula_krameri	23	ehbv-avi.23.25	Psittacula_krameri	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Psittacula	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	NFZL01014325.1	+	103	512	410	avi.23-psittaciformes	Avihepadnavirus	267	367	3	305	101	138	65.347	4.11	42	0	0
ehbv-avi.23.26-Melopsittacus_undulatus	23	ehbv-avi.23.26	Melopsittacus_undulatus	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittaculidae	Melopsittacus	goldenpath_melUnd1	melUnd1.fa_2.fa	JH556617	-	15208619	15208978	360	avi.23-psittaciformes	Avihepadnavirus	41	143	31	339	103	138	64.078	2.4	42	0	0
ehbv-avi.23.27-Guaruba_guarouba	23	ehbv-avi.23.27	Guaruba_guarouba	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Guaruba	ASM1180009v1	GCA_011800095.1_ASM1180009v1_genomic.fna	JAABOC010000638.1	-	23611514	23611929	416	avi.23-psittaciformes	Avihepadnavirus	279	367	45	311	89	132	71.91	5.26	40	0	0
ehbv-avi.23.28-Ara_macao	23	ehbv-avi.23.28	Ara_macao	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Ara	SMACv1.1	GCA_000400695.1_SMACv1.1_genomic.fa	KE083745.1	+	51	442	392	avi.23-psittaciformes	Avihepadnavirus	279	367	21	287	89	132	71.91	3.1	40	0	0
ehbv-avi.23.29-Ara_macao	23	ehbv-avi.23.29	Ara_macao	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Ara	SMACv1.1	GCA_000400695.1_SMACv1.1_genomic.fa	KE088955.1	+	8644	9043	400	avi.23-psittaciformes	Avihepadnavirus	344	426	19	267	83	129	69.88	2.25	49	0	0
ehbv-avi.23.30-Amazona_aestiva	23	ehbv-avi.23.30	Amazona_aestiva	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Amazona	ASM142067v1	GCA_001420675.1_ASM142067v1_genomic.fa	LMAW01000048.1	-	1752054	1752442	389	avi.23-psittaciformes	Avihepadnavirus	267	380	3	344	114	129	57.895	8.02	39	0	0
ehbv-avi.23.31-Melopsittacus_undulatus	23	ehbv-avi.23.31	Melopsittacus_undulatus	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittaculidae	Melopsittacus	goldenpath_melUnd1	melUnd1.fa_2.fa	JH556617	+	33035964	33036284	321	avi.23-psittaciformes	Avihepadnavirus	320	425	1	315	106	126	61.321	4.23	38	1	0
ehbv-avi.23.32-Agapornis_roseicollis	23	ehbv-avi.23.32	Agapornis_roseicollis	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Agapornis	ASM263189v1	GCA_002631895.1_ASM263189v1_genomic.fna	NDXB01004873.1	+	28018	28263	246	avi.23-psittaciformes	Avihepadnavirus	21	101	1	243	81	123	71.605	1.71	37	0	0
ehbv-avi.23.33-Guaruba_guarouba	23	ehbv-avi.23.33	Guaruba_guarouba	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Guaruba	ASM1180009v1	GCA_011800095.1_ASM1180009v1_genomic.fna	JAABOC010006378.1	+	63709653	63710052	400	avi.23-psittaciformes	Avihepadnavirus	344	426	19	267	83	123	67.47	1.06	47	0	0
ehbv-avi.23.34-Amazona_aestiva	23	ehbv-avi.23.34	Amazona_aestiva	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Amazona	ASM142067v1	GCA_001420675.1_ASM142067v1_genomic.fa	LMAW01001114.1	+	705515	705898	384	avi.23-psittaciformes	Avihepadnavirus	344	429	127	384	86	117	63.953	1.46	34	0	0
ehbv-avi.23.35-Amazona_vittata	23	ehbv-avi.23.35	Amazona_vittata	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Amazona	AV1	GCA_000332375.1_AV1_genomic.fna	AOCU01023052.1	-	1632	2015	384	avi.23-psittaciformes	Avihepadnavirus	344	429	127	384	86	117	63.953	1.46	34	0	0
ehbv-avi.23.36-Guaruba_guarouba	23	ehbv-avi.23.36	Guaruba_guarouba	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Guaruba	ASM1180009v1	GCA_011800095.1_ASM1180009v1_genomic.fna	JAABOC010006378.1	-	341040480	341040713	234	avi.23-psittaciformes	Avihepadnavirus	322	399	1	234	78	112	69.231	1.88	33	0	0
ehbv-avi.23.37-Ara_macao	23	ehbv-avi.23.37	Ara_macao	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Ara	SMACv1.1	GCA_000400695.1_SMACv1.1_genomic.fa	KE013572.1	+	1322	1555	234	avi.23-psittaciformes	Avihepadnavirus	322	399	1	234	78	111	69.231	2.73	33	0	0
ehbv-avi.23.38-Pionus_senilis	23	ehbv-avi.23.38	Pionus_senilis	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Pionus	ASM1176272v1	GCA_011762725.1_ASM1176272v1_genomic.fna	WURU01677776.1	+	29469111	29469416	306	avi.23-psittaciformes	Avihepadnavirus	351	425	1	225	75	106	68	4.82	31	0	0
ehbv-avi.23.39-Psittacula_krameri	23	ehbv-avi.23.39	Psittacula_krameri	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Psittacula	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	NFZL01001089.1	+	219510	219898	389	avi.23-psittaciformes	Avihepadnavirus	351	423	40	258	73	103	69.863	2.44	41	0	0
ehbv-avi.23.40-Agapornis_roseicollis	23	ehbv-avi.23.40	Agapornis_roseicollis	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Agapornis	ASM263189v1	GCA_002631895.1_ASM263189v1_genomic.fna	NDXB01009491.1	-	144998	145382	385	avi.23-psittaciformes	Avihepadnavirus	320	385	70	267	66	100	71.212	3.37	34	0	0
ehbv-avi.23.41-Amazona_aestiva	23	ehbv-avi.23.41	Amazona_aestiva	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Amazona	ASM142067v1	GCA_001420675.1_ASM142067v1_genomic.fa	LMAW01002742.1	-	668369	668707	339	avi.23-psittaciformes	Avihepadnavirus	260	335	7	234	76	97.8	59.211	1.3	27	0	0
ehbv-avi.23.42-Ara_macao	23	ehbv-avi.23.42	Ara_macao	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Ara	SMACv1.1	GCA_000400695.1_SMACv1.1_genomic.fa	KE095964.1	-	2725	3024	300	avi.23-psittaciformes	Avihepadnavirus	72	137	103	300	66	97.8	68.182	7.54	28	0	0
ehbv-avi.23.43-Psittacula_krameri	23	ehbv-avi.23.43	Psittacula_krameri	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Psittacula	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	NFZL01000451.1	-	1837953	1838243	291	avi.23-psittaciformes	Avihepadnavirus	74	144	67	279	71	96.3	61.972	2.39	27	0	0
ehbv-avi.23.44-Melopsittacus_undulatus	23	ehbv-avi.23.44	Melopsittacus_undulatus	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittaculidae	Melopsittacus	goldenpath_melUnd1	melUnd1.fa_2.fa	JH556605	-	1037398	1037571	174	avi.23-psittaciformes	Avihepadnavirus	78	130	13	171	53	95.9	81.132	7.22	28	0	0
ehbv-avi.23.45-Guaruba_guarouba	23	ehbv-avi.23.45	Guaruba_guarouba	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Guaruba	ASM1180009v1	GCA_011800095.1_ASM1180009v1_genomic.fna	JAABOC010028778.1	+	4666136	4666345	210	avi.23-psittaciformes	Avihepadnavirus	72	137	13	210	66	95.9	68.182	1.13	27	0	0
ehbv-avi.23.46-Pionus_senilis	23	ehbv-avi.23.46	Pionus_senilis	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Pionus	ASM1176272v1	GCA_011762725.1_ASM1176272v1_genomic.fna	WURU01060361.1	+	531	695	165	avi.23-psittaciformes	Avihepadnavirus	78	129	7	162	52	94	80.769	3.36	27	0	0
ehbv-avi.23.47-Melopsittacus_undulatus	23	ehbv-avi.23.47	Melopsittacus_undulatus	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittaculidae	Melopsittacus	goldenpath_melUnd1	melUnd1.fa_1.fa	JH556527	-	1010567	1010842	276	avi.23-psittaciformes	Avihepadnavirus	279	335	25	195	57	94	75.439	1.49	26	0	0
ehbv-avi.23.48-Agapornis_roseicollis	23	ehbv-avi.23.48	Agapornis_roseicollis	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Agapornis	ASM263189v1	GCA_002631895.1_ASM263189v1_genomic.fna	NDXB01015759.1	-	203616	203897	282	avi.23-psittaciformes	Avihepadnavirus	78	130	91	249	53	94	79.245	1.39	26	0	0
ehbv-avi.23.49-Ara_macao	23	ehbv-avi.23.49	Ara_macao	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Ara	SMACv1.1	GCA_000400695.1_SMACv1.1_genomic.fa	KE033980.1	+	13498	13701	204	avi.23-psittaciformes	Avihepadnavirus	78	130	46	204	53	92.4	79.245	1.83	26	0	0
ehbv-avi.23.50-Psittacula_krameri	23	ehbv-avi.23.50	Psittacula_krameri	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Psittacula	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	NFZL01000715.1	-	1416887	1417119	233	avi.23-psittaciformes	Avihepadnavirus	328	383	57	224	56	92.4	78.571	2.84	26	0	0
ehbv-avi.23.51-Amazona_aestiva	23	ehbv-avi.23.51	Amazona_aestiva	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Amazona	ASM142067v1	GCA_001420675.1_ASM142067v1_genomic.fa	LMAW01000248.1	-	237451	237654	204	avi.23-psittaciformes	Avihepadnavirus	78	129	46	201	52	91.7	80.769	3.68	26	0	0
