taxon	sequenceID	name	genus	scaffold	identity	bitscore	host_species	host_genus	host_family	host_order
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Pygoscelis_adeliae	ehbv-avi.1-Pygoscelis_adeliae	ehbv-avi.1-Pygoscelis_adeliae	Avihepadnavirus	Scaffold14	88.258	486	Pygoscelis_adeliae	Pygoscelis	Spheniscidae	Sphenisciformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Pygoscelis_antarcticus	ehbv-avi.1-Pygoscelis_antarcticus	ehbv-avi.1-Pygoscelis_antarcticus	Avihepadnavirus	NDHD01001273.1	87.121	479	Pygoscelis_antarcticus	Pygoscelis	Spheniscidae	Sphenisciformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Pygoscelis_papua	ehbv-avi.1-Pygoscelis_papua	ehbv-avi.1-Pygoscelis_papua	Avihepadnavirus	NDHF01001273.1	88.258	486	Pygoscelis_papua	Pygoscelis	Spheniscidae	Sphenisciformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Recurvirostra_avosetta	ehbv-avi.1-Recurvirostra_avosetta	ehbv-avi.1-Recurvirostra_avosetta	Avihepadnavirus	SAYO01035872.1	57.23	593	Recurvirostra_avosetta	Recurvirostra	Recurvirostridae	Charadriiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Saxicola_maurus	ehbv-avi.1-Saxicola_maurus	ehbv-avi.1-Saxicola_maurus	Avihepadnavirus	OAMK01000002.1	72.189	249	Saxicola_maurus	Saxicola	Muscicapidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Serinus_canaria	ehbv-avi.1-Serinus_canaria	ehbv-avi.1-Serinus_canaria	Avihepadnavirus	gi|667892568|ref|NW_008196529.1|	54.545	84.7	Serinus_canaria	Serinus	Fringillidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Setophaga_coronata	ehbv-avi.1-Setophaga_coronata	ehbv-avi.1-Setophaga_coronata	Avihepadnavirus	MDLI01000071.1	73.196	143	Setophaga_coronata	Setophaga	Parulidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Spheniscus_humboldti	ehbv-avi.1-Spheniscus_humboldti	ehbv-avi.1-Spheniscus_humboldti	Avihepadnavirus	NDHA01001273.1	84.775	496	Spheniscus_humboldti	Spheniscus	Spheniscidae	Sphenisciformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Spheniscus_magellanicus	ehbv-avi.1-Spheniscus_magellanicus	ehbv-avi.1-Spheniscus_magellanicus	Avihepadnavirus	NDGX01001273.1	84.083	491	Spheniscus_magellanicus	Spheniscus	Spheniscidae	Sphenisciformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Spheniscus_mendiculus	ehbv-avi.1-Spheniscus_mendiculus	ehbv-avi.1-Spheniscus_mendiculus	Avihepadnavirus	NDGW01001273.1	90.805	493	Spheniscus_mendiculus	Spheniscus	Spheniscidae	Sphenisciformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Sporophila_hypoxantha	ehbv-avi.1-Sporophila_hypoxantha	ehbv-avi.1-Sporophila_hypoxantha	Avihepadnavirus	NDFG01001561.1	54.63	291	Sporophila_hypoxantha	Sporophila	Thraupidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Strix_occidentalis_caurina	ehbv-avi.1-Strix_occidentalis_caurina	ehbv-avi.1-Strix_occidentalis_caurina	Avihepadnavirus	NIFN01000390.1	87.273	207	Strix_occidentalis_caurina	Strix	Strigidae	Strigiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Sturnus_vulgaris	ehbv-avi.1-Sturnus_vulgaris	ehbv-avi.1-Sturnus_vulgaris	Avihepadnavirus	gi|957814062|ref|NW_014650759.1|	60	195	Sturnus_vulgaris	Sturnus	Sturnidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Tachycineta_bicolor	ehbv-avi.1-Tachycineta_bicolor	ehbv-avi.1-Tachycineta_bicolor	Avihepadnavirus	VKGD01006983.1	70.701	214	Tachycineta_bicolor	Tachycineta	Hirundinidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Taeniopygia_guttata	ehbv-avi.1-Taeniopygia_guttata	ehbv-avi.1-Taeniopygia_guttata	Avihepadnavirus	chr1	72.727	148	Taeniopygia_guttata	Taeniopygia	Estrildidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Tyto_alba	ehbv-avi.1-Tyto_alba	ehbv-avi.1-Tyto_alba	Avihepadnavirus	scaffold12462	59.034	519	Tyto_alba	Tyto	Tytonidae	Strigiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Uria_lomvia	ehbv-avi.1-Uria_lomvia	ehbv-avi.1-Uria_lomvia	Avihepadnavirus	NOXD01000015.1	87.66	423	Uria_lomvia	Uria	Alcidae	Charadriiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Urile_pelagicus	ehbv-avi.1-Urile_pelagicus	ehbv-avi.1-Urile_pelagicus	Avihepadnavirus	NFMD01000674.1	63.158	225	Urile_pelagicus	Urile	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Zonotrichia_albicollis	ehbv-avi.1-Zonotrichia_albicollis	ehbv-avi.1-Zonotrichia_albicollis	Avihepadnavirus	gi|538542698|ref|NW_005081545.1|	36.702	155	Zonotrichia_albicollis	Zonotrichia	Passerellidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Zosterops_lateralis	ehbv-avi.1-Zosterops_lateralis	ehbv-avi.1-Zosterops_lateralis	Avihepadnavirus	LAII01000013.1	49.589	295	Zosterops_lateralis	Zosterops	Zosteropidae	Passeriformes
